perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
0.0,18622,420110,0.0,0.0,0.0,99.43,10,D,Urban,22200,1,Michael Conrad,21,17073,Student,Starlite Premium,White Collar,07215202186
0.016,23740,72410,0.0,0.0,0.0,99.1,13,A,Rural,1200,1,Tamara Martin,36,292442,Nurse,Starlite Basic,Other,01575601134
0.018,24465,91700,0.0,0.0,0.0,99.1,7,A,Urban,7500,1,Rachel Scott,34,299907,Driver,MaxBupa Gold,Blue Collar,08563105004
0.017,24470,163640,0.0,0.0,0.0,99.09,14,A,Rural,7500,1,Rebecca Roberts,23,452952,Teacher,Starlite Basic,White Collar,01522907974
0.002,24465,290100,0.0,0.0,0.0,,6,A,Urban,22200,1,Robert Martin,32,209790,Nurse,MaxBupa Gold,Other,02080201303
0.0,26652,147390,0.0,0.0,0.0,,6,A,Urban,9600,1,John King,31,397488,Nurse,Starlite Basic,Other,00780208468
0.122,29206,300090,0.0,0.0,0.0,99.87,6,B,Urban,30600,1,Jake Pierce,35,277081,Shopkeeper,MaxBupa Silver,Other,04444401627
0.434,10593,90110,0.0,0.0,0.0,99.46,12,D,Urban,1200,1,Brittney Gonzalez,53,304489,Driver,MaxBupa Gold,Blue Collar,04636209281
0.01,37240,99060,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Michelle King,26,218951,Teacher,MaxBupa Silver,White Collar,00724801522
0.025,21910,306140,0.0,0.0,0.0,99.24,16,C,Rural,22200,1,Kari Williams,36,307263,Teacher,Starlite Basic,White Collar,05436909810
0.014,31760,276660,0.0,0.0,1.0,99.89,11,A,Urban,22200,1,Destiny Barrera,27,569619,Software Engineer,Starlite Basic,White Collar,01173100358
0.307,20455,240090,0.0,0.0,0.0,98.87,20,B,Rural,11700,1,Sheila Alexander,38,591859,Software Engineer,Starlite Premium,White Collar,02918200138
0.001,23731,650120,0.0,0.0,0.0,99.57,20,B,Urban,39000,1,Ethan Cardenas,38,494322,Teacher,Starlite Premium,White Collar,00035100299
0.762,24463,116970,0.0,0.0,0.0,98.79,12,A,Rural,7500,1,Timothy Morton,18,157720,Nurse,Starlite Basic,Other,04369001556
0.56,10598,93600,1.0,0.0,0.0,99.53,6,A,Urban,5700,1,Nicole Moore,38,423960,Teacher,MaxBupa Gold,White Collar,06889305099
0.044,29575,105080,0.0,0.0,0.0,99.87,8,A,Rural,5400,1,Sherri Lester,49,293451,Construction Worker,Starlite Basic,Blue Collar,08819800382
0.017,31762,301470,0.0,0.0,0.0,99.89,7,A,Urban,18000,1,Brenda Herrera,34,301302,Construction Worker,MaxBupa Silver,Blue Collar,11067208312
0.006,16433,206290,0.0,0.0,0.0,98.99,14,D,Urban,11700,1,Donald Jones,29,306954,Teacher,MaxBupa Silver,White Collar,04464506948
0.172,14978,315030,0.0,0.0,0.0,99.13,11,C,Rural,11700,1,Erica Galvan,63,125524,Shopkeeper,Starlite Basic,Other,10204304857
0.01,31761,120090,0.0,0.0,0.0,99.89,9,A,Rural,9600,1,Dominic Ramirez,45,203515,Lawyer,Starlite Premium,Other,00263603180
0.363,10232,62540,0.0,0.0,0.0,98.14,7,A,Urban,5400,0,Michael Cooper,26,309879,Teacher,MaxBupa Silver,White Collar,03327701439
0.12,16803,462060,0.0,0.0,0.0,98.98,6,D,Urban,32700,1,Andrew Calderon,16,819,Student,MaxBupa Silver,White Collar,02912507269
0.01,37240,99060,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Danielle Johnson,65,121953,Farmer,Starlite Basic,Blue Collar,00724805673
0.057,10226,105110,0.0,0.0,0.0,99.58,8,A,Rural,1200,1,Michelle Scott,27,265886,Driver,Starlite Basic,Blue Collar,10083600946
0.278,32864,337610,0.0,0.0,0.0,99.25,9,A,Urban,18000,1,Nicholas Fisher,38,316626,Construction Worker,Starlite Premium,Blue Collar,03198102390
0.723,18627,75100,0.0,0.0,0.0,98.79,10,A,Rural,5700,1,Ronald Weber,33,583833,Software Engineer,Starlite Basic,White Collar,04839205498
0.029,30670,150100,0.0,0.0,0.0,99.89,3,A,Urban,18000,1,Michael Todd,32,258637,Shopkeeper,Starlite Basic,Other,08988707073
0.572,13150,175680,0.0,0.0,1.0,99.0,10,B,Rural,1200,1,Stacey Boyd,49,318936,Driver,Starlite Basic,Blue Collar,02121209230
0.018,21914,120040,0.0,0.0,0.0,98.36,14,A,Urban,11700,1,Gregg Stanley,48,157366,Farmer,MaxBupa Gold,Blue Collar,00149602721
0.362,24464,102120,0.0,0.0,0.0,98.76,9,B,Urban,5400,1,Jared Gonzalez,39,315972,Lawyer,Starlite Basic,Other,03378401932
0.178,32498,257810,0.0,0.0,1.0,99.8,15,A,Urban,9600,1,Michelle Alvarez,38,331174,Software Engineer,MaxBupa Gold,White Collar,00079107423
0.01,32855,300140,0.0,0.0,0.0,99.89,12,B,Urban,7500,1,Billy Johnson,32,181643,Lawyer,Starlite Basic,Other,11132503236
0.014,27750,105070,0.0,0.0,0.0,99.89,9,A,Urban,7500,1,Melvin Liu,48,431560,Teacher,MaxBupa Silver,White Collar,10358803140
0.055,21914,250030,0.0,0.0,0.0,99.27,6,C,Urban,11700,1,Tracy Hunt,61,264010,Shopkeeper,Starlite Basic,Other,00947004163
0.353,16801,368680,0.0,0.0,0.0,99.47,14,A,Urban,24300,1,Brian Yates,28,891847,Doctor,Starlite Basic,White Collar,01903008888
0.0,30672,90330,0.0,0.0,0.0,,5,A,Rural,3300,1,Bethany Bond,18,316300,Driver,Starlite Basic,Blue Collar,08667803807
0.056,13147,167620,0.0,0.0,0.0,99.31,10,B,Urban,5400,1,Samuel Lee,32,262573,Shopkeeper,Starlite Basic,Other,08533509479
0.098,20452,132570,0.0,0.0,0.0,98.72,12,A,Urban,7500,1,Charles Wallace,40,378659,Software Engineer,MaxBupa Gold,White Collar,08948506983
0.548,10593,210140,0.0,0.0,0.0,99.64,5,A,Urban,9600,1,William Montoya,25,202489,Lawyer,MaxBupa Gold,Other,10970008904
0.055,31405,110090,0.0,0.0,0.0,99.85,12,A,Rural,7500,1,Kathryn Palmer,38,264024,Construction Worker,Starlite Basic,Blue Collar,05861709722
0.144,26650,76900,0.0,0.0,0.0,99.83,6,A,Urban,5400,1,Angel Brandt,45,337082,Driver,Starlite Basic,Blue Collar,10793004154
0.003,32861,247220,0.0,0.0,0.0,,8,A,Urban,13800,1,Dennis Curry,35,110888,Farmer,Starlite Basic,Blue Collar,02090904172
0.016,21910,175030,0.0,0.0,0.0,98.42,11,C,Urban,13800,1,Brianna Page,44,267013,Construction Worker,MaxBupa Silver,Blue Collar,04512200796
0.158,24466,117080,0.0,0.0,0.0,99.47,9,A,Urban,5400,1,Russell Smith,43,193080,Driver,Starlite Premium,Blue Collar,08348902416
0.005,29573,67060,0.0,0.0,0.0,99.89,8,A,Urban,5700,1,Adam Simmons,29,417895,Software Engineer,Starlite Basic,White Collar,11242007170
1.0,18624,90430,0.0,1.0,0.0,99.0,5,B,Urban,5400,1,David Crawford,29,335056,Shopkeeper,Starlite Basic,Other,09612606139
0.411,14613,168070,0.0,0.0,0.0,99.17,11,A,Rural,13800,1,Karen Baker,18,225571,Farmer,MaxBupa Silver,Blue Collar,03418900785
0.013,21914,90640,0.0,0.0,0.0,99.76,15,A,Urban,7500,1,Carrie Reid,37,253757,Farmer,MaxBupa Silver,Blue Collar,02954107067
0.034,30666,135090,0.0,0.0,0.0,94.87,18,A,Urban,9600,1,Steven Avila,45,128551,Shopkeeper,Starlite Basic,Other,08911703158
0.873,10965,166560,4.0,0.0,0.0,98.93,13,C,Rural,13800,1,Aaron Hernandez,42,657734,Software Engineer,Starlite Basic,White Collar,00502000123
0.0,13150,129790,0.0,0.0,0.0,99.3,6,A,Urban,11700,1,Jennifer Mendez,57,215078,Driver,Starlite Basic,Blue Collar,08435309457
0.206,34321,272180,1.0,0.0,0.0,98.02,27,A,Urban,13800,1,Joseph Livingston,47,616539,Doctor,Starlite Premium,White Collar,03371809246
0.684,10232,103250,0.0,0.0,0.0,99.67,7,A,Urban,9600,1,James Richardson,42,366997,Software Engineer,Starlite Basic,White Collar,11106702172
0.53,14977,240070,0.0,0.0,0.0,98.72,11,B,Rural,13800,1,Kathy Whitehead,21,113148,Nurse,MaxBupa Silver,Other,11253502169
0.03,30669,34600,0.0,0.0,0.0,99.86,4,A,Urban,3300,1,Daniel Duncan,20,27089,Student,MaxBupa Gold,White Collar,03421306880
0.1,18625,186630,1.0,0.0,0.0,98.87,14,B,Urban,9600,0,Monique Morris,42,132566,Nurse,Starlite Basic,Other,01122404009
0.051,30675,180130,0.0,0.0,0.0,,4,A,Urban,3300,1,Janet Phillips,36,165779,Construction Worker,MaxBupa Gold,Blue Collar,00246609296
0.157,13154,325110,0.0,0.0,0.0,98.29,16,A,Urban,15900,1,Megan Houston,17,5261,Student,Starlite Basic,White Collar,07802504340
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Betty Sanders,52,602275,Software Engineer,Starlite Basic,White Collar,10080300910
0.0,35055,42560,0.0,0.0,0.0,99.46,4,A,Urban,3300,1,Susan Hale,56,252726,Lawyer,MaxBupa Silver,Other,01550206268
0.049,16803,500020,0.0,0.0,0.0,99.68,14,C,Urban,32700,1,Carol Vega,21,675036,Software Engineer,MaxBupa Silver,White Collar,05335107771
0.0,31763,70880,0.0,0.0,0.0,99.31,6,A,Urban,3300,1,Judith Jones,30,346531,Nurse,MaxBupa Gold,Other,03337802309
0.905,27021,224260,2.0,0.0,0.0,98.45,17,A,Urban,11700,1,Christopher Silva,21,553167,Software Engineer,Starlite Basic,White Collar,07856509658
0.613,16796,82590,0.0,0.0,0.0,98.55,11,D,Rural,5700,1,Michael King,42,354317,Teacher,Starlite Premium,White Collar,11321803634
0.03,21909,243030,0.0,0.0,0.0,99.26,11,A,Rural,28500,1,Caroline Velasquez,53,564145,Software Engineer,MaxBupa Gold,White Collar,07444701257
0.673,10590,120150,0.0,0.0,0.0,99.05,13,B,Urban,9600,1,Kelly Davis,52,666479,Software Engineer,Starlite Basic,White Collar,07334206591
0.937,10596,75140,1.0,1.0,0.0,99.7,5,B,Urban,5700,1,Ryan Mckinney,23,20630,Student,Starlite Basic,White Collar,02376704458
0.193,20087,210320,0.0,0.0,0.0,98.5,16,C,Urban,9600,1,Lisa Pearson,17,43174,Student,Starlite Basic,White Collar,07120806133
0.206,30674,90940,0.0,0.0,0.0,99.26,13,A,Urban,5400,1,Cheryl Morgan,56,245320,Shopkeeper,MaxBupa Silver,Other,03883101178
0.0,32859,128770,0.0,0.0,0.0,99.39,15,A,Urban,9600,1,Jerome Carter,36,515047,Software Engineer,Starlite Basic,White Collar,03658104652
0.323,20087,396140,3.0,0.0,0.0,98.98,21,D,Urban,24300,1,Eric Coleman,43,160812,Driver,Starlite Basic,Blue Collar,05361506218
0.029,31766,97090,1.0,0.0,0.0,99.63,8,A,Urban,5400,1,Jay Evans,28,149436,Nurse,MaxBupa Silver,Other,00246103650
0.033,32500,252050,0.0,0.0,0.0,99.88,7,A,Urban,13800,1,Matthew Lambert,17,15522,Student,Starlite Basic,White Collar,03396400442
1.0,18626,405610,0.0,0.0,0.0,98.86,11,D,Rural,20100,1,Glenn Davis,44,287521,Driver,Starlite Premium,Blue Collar,02722403415
0.0,10235,72100,0.0,0.0,0.0,99.7,6,A,Rural,5400,1,Jason Gomez,19,27845,Student,Starlite Premium,White Collar,03592401399
0.009,16796,285070,0.0,0.0,0.0,99.31,10,D,Rural,32700,1,Benjamin Harper,28,492671,Software Engineer,MaxBupa Silver,White Collar,09978201457
0.401,10229,45080,0.0,0.0,0.0,99.67,6,A,Rural,3300,1,Amanda Olson,19,320818,Lawyer,MaxBupa Gold,Other,03226807524
0.162,17162,45150,0.0,0.0,0.0,95.23,12,C,Rural,5700,1,Gregory Long,56,214335,Shopkeeper,Starlite Basic,Other,09379105744
0.054,16802,276600,0.0,0.0,0.0,99.14,15,B,Urban,18000,1,Glenn Reyes,54,207928,Shopkeeper,Starlite Basic,Other,03159101054
0.648,16802,113950,0.0,0.0,0.0,97.33,24,B,Urban,7500,1,Mr. Lee Lopez DDS,45,383780,Software Engineer,Starlite Basic,White Collar,00204308998
0.374,14976,45150,0.0,0.0,0.0,99.48,6,A,Rural,5400,1,Gwendolyn Rose,29,204865,Construction Worker,Starlite Basic,Blue Collar,10260003275
0.056,31764,97620,0.0,0.0,0.0,98.58,13,A,Urban,3300,1,Kelly Gilbert,43,766196,Doctor,Starlite Premium,White Collar,01930501463
0.026,27389,120070,0.0,0.0,0.0,99.48,9,A,Urban,5400,1,Kevin Graves,20,331429,Shopkeeper,Starlite Basic,Other,01164903699
0.366,24463,120690,0.0,0.0,0.0,99.83,8,A,Urban,7500,1,Mary Marquez,39,216910,Driver,Starlite Basic,Blue Collar,04807703759
0.026,29215,75060,0.0,0.0,0.0,99.64,16,A,Urban,5400,1,Steven Phillips,65,591647,Doctor,Starlite Basic,White Collar,08911200929
0.676,10226,118460,0.0,0.0,0.0,98.69,12,A,Rural,5700,1,Timothy Smith,47,233128,Teacher,MaxBupa Gold,White Collar,09539905511
0.019,30672,59450,0.0,0.0,0.0,99.89,6,A,Urban,3300,1,Lindsay Fritz,38,363109,Software Engineer,Starlite Basic,White Collar,06360206468
0.097,31767,240110,0.0,0.0,0.0,99.67,10,A,Rural,11700,1,William Gray,55,317850,Teacher,Starlite Basic,White Collar,07625608412
1.0,28479,180070,0.0,0.0,0.0,,6,A,Rural,7500,1,Amy Barker,18,204230,Construction Worker,MaxBupa Silver,Blue Collar,01874601829
0.039,32131,500100,0.0,0.0,0.0,99.89,9,A,Urban,26400,1,Jessica Watson,63,125974,Nurse,MaxBupa Gold,Other,02609702928
0.343,24464,186860,0.0,0.0,0.0,98.47,15,A,Urban,11700,1,Patricia Hall DVM,44,546513,Software Engineer,Starlite Basic,White Collar,04536108295
1.0,11692,96150,0.0,0.0,0.0,,5,A,Rural,11700,1,Amy Zhang,52,249680,Farmer,MaxBupa Gold,Blue Collar,08761306538
0.239,24465,435150,0.0,0.0,0.0,99.44,14,A,Rural,1200,1,Tonya Smith,42,260029,Farmer,MaxBupa Gold,Blue Collar,09698404221
0.0,14971,328870,0.0,0.0,0.0,99.84,9,B,Urban,28500,1,Kevin Burgess,58,153750,Construction Worker,MaxBupa Silver,Blue Collar,03114503546
0.626,10225,186050,0.0,0.0,0.0,99.59,4,A,Urban,11700,1,Annette Vazquez,32,232246,Shopkeeper,Starlite Basic,Other,07973705598
0.0,8041,28000,0.0,0.0,0.0,,4,A,Rural,1200,1,Laura Dawson,24,246685,Teacher,MaxBupa Silver,White Collar,09124008937
0.021,16434,60100,0.0,0.0,0.0,99.85,8,A,Urban,3300,1,Michael Robbins,56,213363,Construction Worker,MaxBupa Silver,Blue Collar,08555407318
0.005,31036,85080,0.0,0.0,0.0,99.88,14,A,Rural,5400,1,Joshua Martinez,62,216521,Lawyer,Starlite Basic,Other,04692308350
0.97,10232,40460,0.0,0.0,0.0,99.07,9,A,Rural,3300,1,Daniel Brown,37,206806,Teacher,MaxBupa Gold,White Collar,04617502011
0.061,10233,90060,0.0,2.0,0.0,99.09,11,B,Rural,7500,0,Kelly Burke,37,419526,Teacher,MaxBupa Silver,White Collar,05579300913
0.003,24466,247830,0.0,0.0,0.0,,7,A,Rural,1200,1,Mr. Jonathan Martinez,29,478215,Software Engineer,Starlite Basic,White Collar,11233408248
0.669,10230,143270,0.0,0.0,0.0,99.09,10,B,Rural,11700,1,Lauren Choi,48,362115,Shopkeeper,MaxBupa Silver,Other,01076007265
0.004,31770,36150,0.0,0.0,0.0,97.64,13,A,Rural,3300,1,Erica Green,24,626725,Software Engineer,Starlite Basic,White Collar,07355203219
0.017,31760,114110,0.0,0.0,0.0,98.73,8,A,Urban,7500,1,David Johnson,36,339522,Lawyer,Starlite Premium,Other,10493402606
0.126,16805,79790,1.0,0.0,0.0,99.85,5,A,Rural,5700,1,Matthew Watson,58,620701,Doctor,MaxBupa Silver,White Collar,07315503264
0.267,14979,171950,0.0,0.0,0.0,99.27,8,D,Urban,7500,0,Miss Elizabeth Wright,34,648512,Software Engineer,MaxBupa Gold,White Collar,04212604928
0.08,21910,246110,0.0,0.0,0.0,99.29,14,C,Urban,13800,1,David Wright,55,242426,Teacher,Starlite Basic,White Collar,01530208661
0.002,19358,180100,0.0,0.0,0.0,98.94,15,C,Urban,18000,1,Aaron Perry,54,754318,Doctor,Starlite Premium,White Collar,02116606564
0.655,10595,90100,0.0,0.0,0.0,99.38,5,A,Urban,3300,1,Brianna Martinez,38,283394,Farmer,Starlite Basic,Blue Collar,06148008129
0.721,16799,264580,0.0,0.0,0.0,96.97,23,C,Urban,11700,0,Brian Anderson,38,434248,Software Engineer,Starlite Basic,White Collar,02755700006
0.009,31763,116540,0.0,0.0,0.0,99.89,11,A,Urban,7500,1,Benjamin Rich,64,853636,Doctor,MaxBupa Gold,White Collar,05800302980
0.604,24470,195090,0.0,0.0,0.0,99.64,8,A,Rural,11700,1,Karen Nielsen,45,285256,Driver,MaxBupa Silver,Blue Collar,06053906583
0.0,16072,115100,0.0,0.0,0.0,97.83,21,C,Urban,9600,1,Christina Chen,29,123452,Nurse,MaxBupa Silver,Other,03170203361
1.0,14609,99050,0.0,0.0,0.0,99.88,4,A,Urban,1200,1,Richard Dougherty,25,479556,Teacher,MaxBupa Gold,White Collar,06204304774
0.317,20088,204130,0.0,0.0,0.0,98.94,21,A,Urban,18000,1,Ashley Rhodes,28,349916,Software Engineer,MaxBupa Silver,White Collar,01507501943
0.082,8038,27960,0.0,0.0,0.0,99.89,5,A,Urban,1200,1,Danielle Vasquez,28,539202,Software Engineer,Starlite Basic,White Collar,00515307452
0.612,24466,204100,0.0,0.0,0.0,99.31,7,A,Rural,3300,1,Katherine Robles,49,322073,Software Engineer,Starlite Basic,White Collar,06417405499
0.003,31405,300950,0.0,0.0,0.0,,7,A,Urban,9600,1,Cheyenne Jordan,58,203319,Farmer,Starlite Basic,Blue Collar,02102801635
0.985,16073,244140,0.0,0.0,0.0,98.96,14,B,Rural,18000,1,Shannon Dennis,21,46131,Student,MaxBupa Gold,White Collar,04341501141
0.221,24460,120100,0.0,0.0,0.0,95.94,11,A,Rural,11700,1,Barbara Rich,48,885943,Doctor,Starlite Basic,White Collar,00172402041
0.535,16802,324960,0.0,1.0,1.0,99.05,11,B,Urban,7500,1,Jack Griffin,47,538148,Doctor,MaxBupa Gold,White Collar,11170406703
0.057,16797,166370,1.0,0.0,0.0,98.67,16,A,Urban,7500,1,Danielle Rios,53,189551,Shopkeeper,MaxBupa Silver,Other,02387407818
0.0,18630,250090,1.0,0.0,0.0,98.66,24,D,Urban,13800,1,William Williams Jr.,59,253848,Shopkeeper,MaxBupa Silver,Other,10851902070
0.034,29576,75110,0.0,0.0,0.0,99.87,8,A,Urban,5400,1,Mr. Edward Simpson DVM,32,222184,Driver,MaxBupa Silver,Blue Collar,07498303134
0.021,30669,219190,0.0,0.0,0.0,99.65,9,B,Rural,20100,1,Jessica Ryan,54,324412,Lawyer,Starlite Basic,Other,02547905160
0.695,10599,180110,0.0,0.0,0.0,99.62,12,A,Urban,5400,1,Justin Brooks,42,356617,Nurse,Starlite Basic,Other,05543808331
0.779,20453,161190,0.0,0.0,0.0,98.95,8,B,Urban,3300,1,Stacey Shaw,54,486858,Teacher,Starlite Premium,White Collar,05354105275
0.205,24463,270040,0.0,0.0,0.0,99.05,13,D,Rural,9600,1,Shannon Santiago,58,324994,Driver,MaxBupa Silver,Blue Collar,10009802242
0.262,16797,315030,0.0,0.0,0.0,98.94,12,D,Urban,24300,1,Theresa Mckinney,21,36317,Student,Starlite Basic,White Collar,00589401474
0.057,14608,140790,0.0,0.0,0.0,99.88,7,A,Urban,1200,1,Michael Callahan,54,697161,Software Engineer,Starlite Premium,White Collar,01896208590
0.807,16805,226550,1.0,3.0,0.0,99.5,6,B,Urban,11700,1,Angela Day,59,220946,Driver,Starlite Basic,Blue Collar,09940501889
0.012,32860,174020,0.0,0.0,0.0,99.89,7,A,Rural,1200,1,Craig Campbell,24,406172,Teacher,Starlite Premium,White Collar,09888303435
0.063,29578,174090,0.0,0.0,0.0,99.88,5,A,Urban,5400,1,Deborah Murillo,54,386585,Nurse,MaxBupa Gold,Other,10127607593
0.936,12782,200140,0.0,0.0,0.0,99.48,8,B,Urban,11700,1,William Gordon,31,441156,Teacher,Starlite Basic,White Collar,02657307745
0.273,16796,283840,0.0,0.0,0.0,99.11,16,D,Rural,9600,1,Kevin Horne,29,342306,Shopkeeper,Starlite Basic,Other,10615003705
1.0,14977,30060,0.0,0.0,1.0,97.9,3,E,Urban,1200,0,Bradley Bush,26,193501,Nurse,MaxBupa Silver,Other,01771302021
0.441,23366,200510,0.0,0.0,0.0,98.4,10,A,Rural,7500,1,Jennifer Gates,38,404621,Software Engineer,Starlite Basic,White Collar,09028004020
0.094,20082,186120,1.0,0.0,0.0,98.85,16,A,Urban,11700,1,Brittany Wright,28,814892,Doctor,Starlite Premium,White Collar,10384708830
0.074,32494,185500,0.0,0.0,0.0,99.87,9,B,Urban,13800,1,Lisa Barber,60,538802,Software Engineer,MaxBupa Silver,White Collar,05082108443
0.023,32855,93110,0.0,0.0,0.0,99.89,8,A,Urban,7500,1,William Black,28,282644,Driver,Starlite Basic,Blue Collar,08695003500
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,John Jones,34,153596,Nurse,Starlite Basic,Other,10080302658
0.597,10595,174110,0.0,0.0,0.0,98.69,10,C,Urban,11700,1,Cathy Cook,25,8343,Student,Starlite Basic,White Collar,07438508456
0.155,21905,180140,0.0,0.0,0.0,98.62,29,A,Rural,20100,1,Nichole Carlson,51,152747,Shopkeeper,Starlite Basic,Other,01197906888
0.034,10590,144090,1.0,0.0,0.0,99.21,5,A,Urban,5700,1,Cole Burns,28,206317,Teacher,Starlite Basic,White Collar,00936501130
0.106,31030,63070,0.0,0.0,0.0,99.76,16,A,Urban,5400,1,Kevin Cox,21,18899,Student,MaxBupa Silver,White Collar,10997005557
0.059,32864,105030,0.0,0.0,0.0,99.89,6,A,Urban,7500,1,Nicholas Romero,58,205565,Driver,MaxBupa Silver,Blue Collar,01269207358
0.505,16435,232310,0.0,0.0,0.0,99.57,8,E,Rural,7500,1,Teresa Stark,34,825343,Doctor,MaxBupa Gold,White Collar,06752001819
0.302,16805,55560,0.0,0.0,0.0,99.8,8,A,Urban,5400,0,Lori Smith,39,452869,Software Engineer,Starlite Basic,White Collar,07941207538
0.358,14977,138180,0.0,0.0,0.0,98.5,21,A,Rural,5400,1,William Shea,58,597397,Doctor,Starlite Basic,White Collar,01685009386
0.087,8038,82490,0.0,0.0,0.0,99.82,5,A,Urban,5400,1,Sandra Brewer,23,618047,Software Engineer,MaxBupa Gold,White Collar,06186404318
0.006,29572,155330,0.0,0.0,0.0,,12,A,Urban,3300,1,Steven Marsh,31,569384,Doctor,MaxBupa Silver,White Collar,07852609604
0.434,10233,78100,1.0,0.0,0.0,97.47,14,D,Rural,1200,1,Kevin Hayes,46,443658,Teacher,Starlite Basic,White Collar,11342104144
0.078,24468,101720,0.0,0.0,0.0,98.21,8,B,Urban,5400,1,Elizabeth Lawrence,32,152705,Construction Worker,Starlite Basic,Blue Collar,06772704669
0.011,10958,30130,0.0,0.0,0.0,98.9,9,A,Urban,3300,1,Kristin Lucero,40,420253,Software Engineer,Starlite Basic,White Collar,09234401236
0.012,24468,327090,0.0,0.0,0.0,,7,A,Rural,7500,1,Jay Spencer,35,104143,Lawyer,Starlite Basic,Other,08806805476
0.393,20081,555150,0.0,0.0,0.0,98.85,17,B,Urban,24300,1,Kimberly Ray,28,201390,Farmer,Starlite Basic,Blue Collar,04026609836
1.0,18629,78060,0.0,0.0,1.0,99.71,6,C,Rural,9600,1,Diane Salinas,37,141415,Nurse,Starlite Premium,Other,04232601856
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Tracy Nelson,39,226794,Farmer,Starlite Basic,Blue Collar,10080302282
0.118,24469,218350,0.0,0.0,0.0,99.14,6,A,Urban,9600,1,David Stuart,56,119243,Nurse,Starlite Basic,Other,05840708693
0.006,33229,117080,0.0,0.0,0.0,99.89,13,A,Rural,11700,1,Joshua Jones,47,615179,Software Engineer,Starlite Premium,White Collar,08326109320
0.431,33221,66110,2.0,0.0,0.0,99.2,9,A,Urban,3300,1,Diana Bennett,34,310469,Software Engineer,Starlite Basic,White Collar,10999804093
0.01,26656,174130,0.0,0.0,0.0,99.89,9,B,Rural,20100,1,Thomas Garner,21,664525,Software Engineer,MaxBupa Silver,White Collar,09877007061
0.016,31766,90130,0.0,0.0,0.0,99.88,9,A,Urban,3300,1,Heather Ramos DDS,25,269730,Driver,Starlite Basic,Blue Collar,00025905200
0.562,19352,141030,0.0,0.0,0.0,99.67,5,B,Urban,11700,1,Erica Joyce,61,262867,Construction Worker,MaxBupa Silver,Blue Collar,06599506401
0.02,20086,159070,0.0,0.0,0.0,99.2,15,A,Rural,1200,1,Sharon Patterson,42,147420,Farmer,Starlite Basic,Blue Collar,03230909929
0.854,10232,72150,0.0,0.0,0.0,99.45,5,A,Urban,3300,1,Jodi Harris,27,628680,Doctor,Starlite Basic,White Collar,10089403421
0.045,32126,159560,0.0,0.0,0.0,99.27,8,A,Rural,11700,1,Kenneth Payne,53,424391,Software Engineer,MaxBupa Gold,White Collar,08266509269
0.208,26293,120110,0.0,0.0,0.0,99.12,9,A,Rural,7500,1,Johnathan West,48,333659,Construction Worker,MaxBupa Silver,Blue Collar,09724300386
0.136,14614,286230,0.0,0.0,0.0,99.25,12,B,Urban,18000,1,Douglas Jones,53,488978,Teacher,MaxBupa Silver,White Collar,09988308548
1.0,10229,105130,0.0,1.0,0.0,99.89,2,A,Rural,7500,1,Timothy Jones,48,221320,Construction Worker,Starlite Basic,Blue Collar,07520901628
0.637,10591,129060,1.0,0.0,0.0,99.0,10,A,Rural,9600,1,Michael Kane,19,332648,Lawyer,Starlite Basic,Other,08400103585
0.0,13515,36040,2.0,0.0,0.0,98.63,6,C,Rural,1200,1,Amanda Gibbs,52,220369,Teacher,Starlite Basic,White Collar,10773507412
0.026,29208,114900,0.0,0.0,0.0,99.87,9,A,Urban,5400,1,Nicole Ellis,40,141920,Farmer,MaxBupa Gold,Blue Collar,06170402714
0.003,34325,70060,0.0,0.0,0.0,,7,A,Urban,5700,1,Gregory Hughes,34,620022,Software Engineer,Starlite Basic,White Collar,02611007171
